cliente_id,Recencia,Frequencia,Monetario
1000,-0.5120117310911232,0.7834056206153919,-0.13597299965607057
1001,-0.36414627426739365,1.252050054376385,0.41807858017622374
1002,0.0055173677919303065,0.31476118685439863,-0.8414949088422166
1003,-0.2902135458555289,-1.091172114428581,0.19205103472688112
1004,-0.14234808903179927,0.31476118685439863,-0.26363490944634316
1005,2.00170103491228,-0.1538832469065946,0.2460980872868098
1006,-0.7338099163267177,-0.1538832469065946,-0.0799857964914262
1007,1.927768306500415,-1.5598165481895743,0.9259268591790819
1008,-1.1034735583860416,1.252050054376385,0.2661093549525886
1009,-1.0295408299741768,-0.1538832469065946,-0.19656113139761117
1010,0.15338282461565989,2.1893389218983716,1.290287142744632
1011,0.15338282461565989,1.7206944881373782,-0.25210487156689176
1012,-0.7338099163267177,-0.6225276806675878,-0.588388404238489
1013,-0.6598771879148528,2.657983355659365,0.7640628658713984
1014,-0.6598771879148528,-0.6225276806675878,-1.200339621402933
1015,-0.955608101562312,-0.6225276806675878,-0.2176256236773783
1016,-0.5120117310911232,1.7206944881373782,2.578741159336122
1017,1.3363064792054966,-0.6225276806675878,-0.8448763141818633
1018,0.9666428371461726,-0.1538832469065946,0.873709091475028
1019,0.7448446519105782,-1.5598165481895743,-1.0607319271750555
1020,-0.8816753731504472,1.252050054376385,1.7158176032331371
1021,1.7059701212648206,0.31476118685439863,2.286942508386927
1022,0.8927101087343078,-0.1538832469065946,-0.4155487017955581
1023,2.223499220147874,-1.091172114428581,-1.0699337843288486
1024,-0.2902135458555289,0.7834056206153919,1.1672815944056762
1025,0.8927101087343078,-0.6225276806675878,-0.08702577154282226
1026,0.7448446519105782,-0.6225276806675878,-0.1294873533488792
1027,1.3363064792054966,-1.5598165481895743,-1.1813815783511423
1028,0.7448446519105782,-0.1538832469065946,-0.5341196201808787
1029,-0.7338099163267177,-0.6225276806675878,-1.3042762609412573
1030,-0.955608101562312,-0.6225276806675878,-1.0969573106088129
1031,-0.8077426447385824,0.31476118685439863,0.054522073289770275
